,Title,Artist,Date,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,billboard_hot_100,Popularity,Release_Year
3954,Hangover, PSY Featuring Snoop Dogg,28-06-2014,4ngypPwfcqpHBxQjJIOgvr,0.698,0.813,1,-5.171,1,0.0395,0.00681,3.18E-05,0.103,0.355,150.001,236773,4,FALSE,1,51,2014
3955,Team, Lorde,28-06-2014,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4,FALSE,1,79,2013
3956,Empire, Shakira,28-06-2014,1eIk4CkooTRycHSDfaShLC,0.541,0.628,0,-4.682,0,0.0603,0.733,0,0.056,0.364,80.027,239333,4,FALSE,1,52,2014
3957,Sleeping With A Friend, Neon Trees,28-06-2014,0K1KOCeJBj3lpDYxEX9qP2,0.582,0.882,2,-4.256,1,0.0355,0.00189,1.03E-05,0.32,0.507,107.034,228840,4,FALSE,1,58,2014
3958,I Choose You, Sara Bareilles,28-06-2014,7jJH8F3PHlNvxfqEAAfFDl,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,218573,4,FALSE,1,67,2013
3959,Bottoms Up, Brantley Gilbert,21-06-2014,0HZUp8fm9fh1Mitqx4CIOr,0.474,0.857,7,-5.734,1,0.0435,0.113,0,0.134,0.545,170.006,220200,4,FALSE,1,67,2014
3960,Show Me, Kid Ink Featuring Chris Brown,21-06-2014,4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098,217800,4,TRUE,1,72,2014
3961,Story Of My Life, One Direction,21-06-2014,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,FALSE,1,84,2013
3962,Ultraviolence, Lana Del Rey,21-06-2014,1y3r6RXiJZNBV1EI0NggpS,0.144,0.541,0,-7.076,1,0.038,0.278,1.01E-05,0.101,0.0899,79.262,251480,3,FALSE,1,69,2014
3963,Red Lights, Tiesto,21-06-2014,5L2l7mI8J1USMzhsmdjat9,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200,4,FALSE,1,70,2014
3964,Magic, Coldplay,21-06-2014,5UVQgS16J0Wdo8nOHhPCfu,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,FALSE,1,5,2022
3965,Raging Fire, Phillip Phillips,21-06-2014,3Q2tKt6gKdn9LUMcHFxNJy,0.557,0.833,7,-4.671,1,0.073,0.00867,0,0.0621,0.449,125.909,234693,4,FALSE,1,58,2014
3966,Partition, Beyonce,14-06-2014,5hgnY0mVcVetszbb85qeDg,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,319467,4,TRUE,1,71,2014
3967,Rewind, Rascal Flatts,14-06-2014,6eZP01jERQt27Ggq7kpEf9,0.549,0.698,3,-6.679,1,0.0347,0.0222,0,0.202,0.719,164.049,203507,4,FALSE,1,54,2014
3968,Mmm Yeah, Austin Mahone Featuring Pitbull,14-06-2014,2n3CaPGPLYnYAvTEwKCX8t,0.712,0.922,6,-3.902,0,0.0411,0.00266,1.90E-06,0.268,0.976,125.984,231625,4,FALSE,1,68,2014
3969,Shades Of Cool, Lana Del Rey,14-06-2014,4VSg5K1hnbmIg4PwRdY6wV,0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,342093,3,FALSE,1,67,2014
3970,Cop Car, Keith Urban,14-06-2014,5vCgOg9VqRaAUbnflCO6P3,0.538,0.664,1,-6.318,1,0.0392,0.193,0,0.0918,0.366,154.033,256747,4,FALSE,1,61,2013
3971,XO, John Mayer,14-06-2014,7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.749,0,0.211,0.353,173.67,213627,4,FALSE,1,72,2014
3972,Don't Stop, 5 Seconds Of Summer,14-06-2014,57MOpbjOIoWMZnstWOtfm6,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.50E-05,0.0425,0.892,149.946,169936,4,FALSE,1,56,2014
3973,Part II (On The Run), Jay Z Featuring Beyonce,14-06-2014,2gSh6B45bWv4gDOhawR8C2,0.6,0.636,8,-5.732,1,0.0939,0.279,0,0.451,0.351,86.997,333747,4,TRUE,1,50,2013
3974,I Won, Future Featuring Kanye West,14-06-2014,4jQqM4NI79HEcWHUJb8Hvf,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,4,TRUE,1,78,2007
3975,Billie Jean, Michael Jackson,07-06-2014,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4,FALSE,1,86,1982
3976,Slave To The Rhythm, Michael Jackson,07-06-2014,4h5KB1btt2aZBq9EJHmWF4,0.739,0.96,1,-2.293,1,0.0581,0.146,3.68E-05,0.38,0.722,125.02,255987,4,FALSE,1,54,2014
3977,Let Her Go, Passenger,07-06-2014,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252733,4,FALSE,1,77,2013
3978,Get Me Some Of That, Thomas Rhett,07-06-2014,4O1CExxinEpKZi3861NlTK,0.549,0.866,6,-5.306,1,0.0476,0.0733,0,0.25,0.767,87.964,187400,4,FALSE,1,61,2013
3979,Somebody That I Used To Know, Christina Grimmie & Adam Levine,07-06-2014,5DEpO2jZQagRQvptOEzFwo,0.783,0.584,1,-6.225,0,0.0297,0.148,0,0.13,0.425,128.944,199126,4,FALSE,1,33,2014
3980,Can't Help Falling In Love, Christina Grimmie,07-06-2014,0UpdZpqyGKwz3GRU1DvpGM,0.137,0.295,4,-6.814,1,0.0401,0.37,4.92E-06,0.138,0.158,80.477,188007,1,FALSE,1,31,2014
3981,Give Me Back My Hometown, Eric Church,07-06-2014,3MykNWa65IP2VN1Qa6B9yK,0.621,0.676,1,-7.808,1,0.0303,0.506,0.0675,0.0825,0.482,104.008,252493,4,FALSE,1,58,2014
3982,Leave Your Lover, Sam Smith,07-06-2014,3b5LW3nS3WFQyS1e8ajGJN,0.415,0.264,4,-8.741,1,0.0475,0.948,6.31E-06,0.106,0.357,92.879,188377,5,FALSE,1,62,2014
3983,Stoner, Young Thug,07-06-2014,1jROHCeEzDr6VnV8EnBnik,0.876,0.675,3,-3.28,0,0.146,0.421,1.16E-06,0.0667,0.606,135.959,240000,4,TRUE,1,51,2014
3984,Can't Remember To Forget You, Shakira Featuring Rihanna,07-06-2014,2Sh4sAOfnSHEVKFyysxzat,0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,206867,4,FALSE,1,72,2014
3985,Midnight, Coldplay,31-05-2014,4GKk1uNzpxIptBuaY97Dkj,0.548,0.475,1,-12.42,1,0.0355,0.615,0.808,0.0944,0.0349,126.974,294667,4,FALSE,1,65,2014
3986,Headlights, Eminem Featuring Nate Ruess,31-05-2014,222dTwr5XeEgAzEtsrQA0R,0.688,0.782,11,-3.683,1,0.158,0.152,0,0.803,0.453,146.324,343032,4,TRUE,1,63,2013
3987,The Monster, Eminem Featuring Rihanna,31-05-2014,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,4,TRUE,1,77,2013
3988,Drink To That All Night, Jerrod Niemann,31-05-2014,3M31S6f0z8S3nkFh3eS06W,0.639,0.846,9,-6.184,0,0.0439,0.0325,0,0.116,0.475,115.965,224813,4,FALSE,1,65,2014
3989,The Walker, Fitz And The Tantrums,31-05-2014,0Nk7bSn0MItonkR0GNs3mj,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,233133,4,FALSE,1,62,2013
3990,Fever, The Black Keys,31-05-2014,3Hx7RXqCS7Kzjy2ot2q1Gk,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307,4,FALSE,1,62,2014
3991,One, Ed Sheeran,31-05-2014,5TvFfDlVoUWZvfqrhTJzD7,0.464,0.321,2,-11.12,1,0.0418,0.877,0,0.0789,0.306,93.528,252760,4,FALSE,1,66,2014
3992,Heaven, Jake Worthington,31-05-2014,7rSQKuJcahmTznIzb709SB,0.435,0.55,10,-4.471,1,0.032,0.781,0,0.156,0.386,135.826,234888,4,FALSE,1,20,2014
3993,Wake Up Lovin' You, Craig Morgan,31-05-2014,5UY3Vzkc5INzJ3wBJm5FlD,0.538,0.652,8,-3.521,1,0.0308,0.362,6.03E-06,0.083,0.515,75.028,198840,4,FALSE,1,49,2013
3994,The Man, Aloe Blacc,24-05-2014,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,81.853,254880,4,FALSE,1,61,2014
3995,Burn, Ellie Goulding,24-05-2014,0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231212,4,FALSE,1,69,2013
3996,Hey Brother, Avicii,24-05-2014,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255093,4,FALSE,1,80,2013
3997,Animals, Martin Garrix,24-05-2014,6JEntXLt4z98CcDtIH9sU7,0.677,0.866,1,-6.403,1,0.0392,0.00165,0.662,0.412,0.0386,128.005,303827,4,FALSE,1,65,2013
3998,Neon Lights, Demi Lovato,24-05-2014,34MJ07N9Bhu6iKPaxSVnCT,0.631,0.819,9,-4.24,1,0.122,0.0767,0,0.1,0.733,125.928,233173,4,FALSE,1,66,2013
3999,I Can't Make You Love Me, Josh Kaufman,24-05-2014,0QDfwssgneF3kVgBo13lRr,0.32,0.351,5,-7.465,0,0.027,0.633,0,0.169,0.166,84.843,186369,5,FALSE,1,20,2014
4000,Invisible, Hunter Hayes,24-05-2014,2B5ey0F0QtFKNIR48vfvNJ,0.38,0.568,1,-5.713,1,0.0436,0.327,0,0.0822,0.259,155.956,276400,4,FALSE,1,55,2014
4001,How To Love, Christina Grimmie,24-05-2014,6xVIlqDFInhEEgBDV02kp3,0.439,0.626,10,-5.205,1,0.037,0.328,5.36E-06,0.0991,0.254,140.125,171819,4,FALSE,1,30,2014
4002,17 Again, Brantley Gilbert,24-05-2014,7qgsIONiXn49hfU4OfgBSJ,0.43,0.871,1,-4.89,1,0.035,0.011,8.71E-06,0.374,0.7,173.928,239773,4,FALSE,1,39,2015
4003,#SELFIE, The Chainsmokers,24-05-2014,1HOlb9rdNOmy9b1Fakicjo,0.789,0.916,0,-3.262,1,0.249,0.0135,8.09E-06,0.077,0.658,127.956,183750,4,FALSE,1,66,2014
4004,Man Of The Year, ScHoolboy Q,24-05-2014,5SsR3wtCOafDmZgvIdRhSm,0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,216013,4,TRUE,1,74,2014
4005,Doin' What She Likes, Blake Shelton,24-05-2014,1MDogqDrStFSO9cdUTUFem,0.581,0.767,10,-6.28,1,0.0406,0.157,0,0.278,0.832,152.011,222613,4,FALSE,1,53,2013
4006,Say Something, A Great Big World & Christina Aguilera,17-05-2014,2HB1jDQn9hCojKIr6Yfhze,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49E-06,0.0945,0.0915,137.905,229400,3,FALSE,1,20,2019
4007,Royals, Lorde,17-05-2014,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,4,FALSE,1,80,2013
4008,Paranoid, Ty Dolla $ign Featuring B.o.B,17-05-2014,0Yp3wCUpjrG7NWWPDpmQXm,0.858,0.398,1,-11.306,1,0.0598,0.00888,0,0.112,0.258,97.476,216520,4,TRUE,1,61,2014
4009,"Hold On, We're Going Home", Christina Grimmie,17-05-2014,30S7ayrPfoQ2zBHlJmavTn,0.278,0.657,6,-5.118,0,0.0353,0.401,0,0.112,0.242,90.704,175219,4,FALSE,1,33,2014
4010,My Baby's Guns N' Roses, Brantley Gilbert,17-05-2014,0pqXmjMhNVD9oq00BpB2tm,0.492,0.888,5,-4.112,1,0.0672,0.0244,2.54E-06,0.412,0.671,141.049,212733,4,FALSE,1,44,2015
4011,19 You + Me, Dan + Shay,17-05-2014,7ongSdLv28Z27WeCrzZXwB,0.493,0.67,6,-5.131,1,0.0298,0.319,0,0.102,0.451,151.989,217407,3,FALSE,1,58,2014
4012,For The First Time In Forever, Kristen Bell & Idina Menzel,17-05-2014,70b5Sq3ePOu3Gqg0hjlOtR,0.354,0.411,0,-6.018,1,0.0344,0.815,1.00E-06,0.106,0.43,90.831,225080,4,FALSE,1,70,2013
4013,The Big Bang, Katy Tiz,17-05-2014,1XTbAGjlbdQ74ADCA7sE02,0.797,0.929,0,-2.959,0,0.0433,0.0143,0,0.111,0.747,96.003,159627,4,FALSE,1,39,2014
4014,Radioactive, Imagine Dragons,10-05-2014,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,FALSE,1,74,2012
4015,Hello Kitty, Avril Lavigne,10-05-2014,5eo5uGyM4q70CLU3LZphfu,0.753,0.79,6,-6.783,0,0.0861,0.00184,9.69E-05,0.648,0.588,127.991,196253,4,FALSE,1,62,2013
4016,John Doe, B.o.B Featuring Priscilla,10-05-2014,0NIIKjRSjFVfjkgcgWlgQu,0.722,0.697,10,-7.083,1,0.0404,0.239,0,0.062,0.487,120.132,212006,4,FALSE,1,44,2013
4017,Do You Want To Build A Snowman?," Kristen Bell, Agatha Lee Monn & Katie Lopez",10-05-2014,2yi7HZrBOC4bMUSTcs4VK6,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,206507,4,FALSE,1,72,2013
4018,Goodnight Kiss, Randy Houser,10-05-2014,27aDju7VAODvQYHWrrv6o9,0.731,0.71,1,-4.285,1,0.0332,0.0382,9.92E-05,0.118,0.633,111.024,206800,4,FALSE,1,52,2013
4019,I Hold On, Dierks Bentley,10-05-2014,01e8dGbulrphX8j3fZDQYk,0.614,0.715,0,-6.451,1,0.0445,0.0849,0.000316,0.102,0.231,117.956,279533,4,FALSE,1,62,2014
4020,Stay With Me, Josh Kaufman,10-05-2014,64Flzdebissfcq2f0QQq0t,0.575,0.572,0,-5.851,1,0.031,0.0328,0.00126,0.364,0.226,84.989,180727,4,FALSE,1,15,2014
4021,Do I Wanna Know?, Arctic Monkeys,03-05-2014,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,FALSE,1,87,2013
4022,Helluva Life, Frankie Ballard,03-05-2014,4mnuiEDq1ADXUTYWJxLo4B,0.564,0.76,6,-5.667,1,0.0277,0.0676,0,0.144,0.528,134.015,231693,4,FALSE,1,54,2014
4023,Oceans (Where Feet May Fail), Hillsong UNITED,03-05-2014,5Mw9bXG1dLNhbjofkVS2oR,0.262,0.361,2,-10.187,1,0.0333,0.508,0.00268,0.108,0.056,126.786,535963,4,FALSE,1,69,2013
4024,Ride, SoMo,03-05-2014,1CI6YgwwNq3VfhgxPuEpE6,0.699,0.524,11,-7.522,1,0.051,0.412,0,0.0844,0.31,114.922,289133,4,TRUE,1,64,2014
4025,Feelin' Myself," will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",03-05-2014,26XUAwGZqQEyy8Ubhtj4kq,0.859,0.533,6,-8.59,0,0.156,0.0293,0,0.138,0.514,96.453,253547,4,TRUE,1,64,2013
4026,Slow Me Down, Sara Evans,03-05-2014,6Zf4AMWgnUDobtAixiIqnZ,0.597,0.602,7,-4.99,1,0.0292,0.214,0.00032,0.313,0.262,91.999,196160,4,FALSE,1,42,2014
4027,My Hitta, YG Featuring Jeezy & Rich Homie Quan,26-04-2014,5G47DlluL671zo0k3OhoSm,0.764,0.504,10,-6.781,0,0.106,0.135,0,0.143,0.678,85.545,236093,4,FALSE,1,36,2013
4028,Let It Go, Demi Lovato,26-04-2014,1A2PVHd6kWaMlaJVkMfXmz,0.505,0.624,7,-6.513,1,0.0371,0.0235,0,0.5,0.215,139.849,224387,4,FALSE,1,62,2013
4029,When She Says Baby, Jason Aldean,26-04-2014,3gVRILe7XCyNakb6sy5umX,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,171120,4,FALSE,1,62,2012
4030,Lookin' For That Girl, Tim McGraw,26-04-2014,4tK5L8FD5Gl1dSwhzXuU6K,0.494,0.843,6,-4.454,1,0.0342,0.00611,1.21E-05,0.0995,0.398,153.963,261347,4,FALSE,1,37,2014
4031,Adore You, Miley Cyrus,26-04-2014,5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57E-06,0.113,0.201,119.759,278747,4,FALSE,1,72,2013
4032,Bad Blood, Bastille,26-04-2014,2HHiH52OPxe8qyVO7N4uH7,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,4,FALSE,1,50,2013
4033,Take Me Home, Cash Cash Featuring Bebe Rexha,26-04-2014,2zMXH5k5NZy1Nw460bLvRh,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23E-06,0.186,0.477,127.951,206320,4,FALSE,1,60,2016
4034,Odio, Romeo Santos Featuring Drake,26-04-2014,1iLv1ieT9BZ3qsti9yTCnG,0.802,0.725,0,-5.965,0,0.0676,0.574,0,0.0821,0.598,128.04,225000,4,FALSE,1,73,2014
4035,Roar, Katy Perry,19-04-2014,27tNWlhdAryQY04Gb2ZhUI,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28E-06,0.354,0.436,90.003,223546,4,FALSE,1,79,2013
4036,Up Down (Do This All Day), T-Pain Featuring B.o.B,19-04-2014,6lbhWl34Il0WXm5pX1fM9E,0.777,0.497,5,-6.846,0,0.056,0.256,0,0.295,0.465,96.994,231093,4,TRUE,1,72,2014
4037,Love Is An Open Door, Kristen Bell & Santino Fontana,19-04-2014,3IPnBzGRMg6BfViFxxa0Gq,0.737,0.637,6,-6.308,0,0.0735,0.262,0,0.319,0.537,100.033,124733,4,FALSE,1,70,2013
4038,Beating Heart, Ellie Goulding,19-04-2014,74ShSWUO9MyQ12K5b9ToCf,0.56,0.747,2,-5.998,0,0.0689,0.189,3.37E-06,0.109,0.242,127.941,212125,4,FALSE,1,49,2014
4039,Young Girls, Bruno Mars,19-04-2014,3G5iN5QBqMeXx3uZPy8tgB,0.561,0.749,6,-4.951,0,0.032,0.461,1.82E-06,0.205,0.501,125.986,228720,4,FALSE,1,68,2012
4040,Everything I Shouldn't Be Thinking About, Thompson Square,19-04-2014,3vYQTgxQWWM4VIDHi7qhQ5,0.68,0.947,8,-3.703,1,0.0338,0.0433,1.18E-05,0.204,0.895,115.983,178467,4,FALSE,1,43,2013
4041,Brave, Sara Bareilles,12-04-2014,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.10E-05,0.0425,0.758,185.063,220573,4,FALSE,1,72,2013
4042,Wrecking Ball, Miley Cyrus,12-04-2014,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,4,FALSE,1,79,2013
4043,G.U.Y., Lady Gaga,12-04-2014,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4,FALSE,1,81,2018
4044,See You Tonight, Scotty McCreery,12-04-2014,54RCDE1TAewECyX4WDUVm1,0.497,0.816,9,-6.489,1,0.0563,0.217,0,0.171,0.512,169.966,226320,4,FALSE,1,57,2013
4045,"Hold On, We're Going Home", Drake Featuring Majid Jordan,05-04-2014,2aSC2xhRxOLiiZZVjhbylH,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73E-05,0.0724,0.287,100.002,227880,4,FALSE,1,72,2013
4046,Drink A Beer, Luke Bryan,05-04-2014,1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,8,-7.656,1,0.0343,0.836,5.19E-05,0.199,0.296,78.26,202627,4,FALSE,1,65,2013
4047,I Luh Ya Papi, Jennifer Lopez Featuring French Montana,05-04-2014,0fjqx2nfpWXdbrbnxDDgPT,0.731,0.74,8,-6.307,1,0.457,0.449,0,0.13,0.588,96.015,207133,4,TRUE,1,47,2014
4048,Compass, Lady Antebellum,05-04-2014,2ubncjpv82GY5uES29L5ik,0.56,0.77,0,-4.694,1,0.0256,0.096,6.39E-06,0.108,0.521,100.013,183067,4,FALSE,1,52,2013
4049,Love Me Again, John Newman,05-04-2014,5VSCgNlSmTV2Yq5lB40Eaw,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,4,FALSE,1,66,2013
4050,Can't Raise A Man, K. Michelle,05-04-2014,0vvKyFjX1hzSwpNtVwnJ2H,0.623,0.677,5,-5.215,1,0.0639,0.0233,0,0.0724,0.182,151.804,208040,4,FALSE,1,60,2013
4051,We Might Be Dead By Tomorrow, Soko,29-03-2014,4miKDdaWW78mKwx6TIvOa0,0.39,0.151,7,-16.492,1,0.0389,0.966,0.000897,0.119,0.0827,143.421,161413,4,FALSE,1,49,2013
4052,Blurred Lines, Robin Thicke Featuring T.I. + Pharrell,29-03-2014,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93E-06,0.0759,0.843,119.993,263827,4,FALSE,1,77,2013
4053,Sail, AWOLNATION,22-03-2014,7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,259093,4,FALSE,1,78,2011
4054,Sanctified, Rick Ross Featuring Kanye West & Big Sean,22-03-2014,39RWgrQOBCLQH88wy0TBm9,0.739,0.52,9,-6.301,1,0.0679,0.0754,0,0.382,0.247,126.037,289627,4,TRUE,1,51,2014
4055,The Language, Drake,22-03-2014,3IQgeOgdHIag6mu0mgKRgQ,0.831,0.651,1,-8.363,1,0.437,0.0125,0,0.0809,0.502,120.065,224013,4,TRUE,1,57,2013
4056,Ordinary Love, U2,22-03-2014,5K8cyMKcnG4rx5ocW3u7OW,0.617,0.621,11,-10.233,1,0.0306,0.0207,3.80E-05,0.0879,0.378,124.992,227173,4,FALSE,1,57,2017
4057,The Devil Is A Lie, Rick Ross Featuring JAY Z,22-03-2014,1FfxSgLHUkNCCLdZ7wrCTY,0.68,0.83,5,-3.922,0,0.0897,0.00169,0,0.382,0.638,102.91,310667,4,TRUE,1,63,2014
4058,Glory And Gore, Lorde,22-03-2014,60jI0JgMLLj1VggHJVhtRs,0.689,0.377,1,-8.761,1,0.0397,0.285,0,0.268,0.294,143.946,210738,4,FALSE,1,65,2013
4059,Adrenalina, Wisin Featuring Jennifer Lopez & Ricky Martin,22-03-2014,2eqDUxbd0JPEhNrJdPlHLs,0.685,0.944,5,-2.793,1,0.145,0.0856,0,0.0927,0.757,124.987,235547,4,FALSE,1,67,2014
4060,They Don't Know, Rico Love,22-03-2014,4tzrdaXrV7FQMLoM0FvXdZ,0.777,0.548,10,-6.836,0,0.0596,0.145,0,0.154,0.428,100.005,296733,4,TRUE,1,39,2014
4061,Unconditionally, Katy Perry,22-03-2014,009ImBOrIUlWgla8U05RAC,0.432,0.725,7,-4.862,1,0.0431,0.00273,0,0.208,0.353,128.902,228879,4,FALSE,1,78,2013
4062,Waiting For Superman, Daughtry,22-03-2014,4AU7z13HYmPMetlWbq1mys,0.555,0.682,0,-5.711,1,0.0269,0.0029,0,0.0662,0.383,105.987,266960,4,FALSE,1,63,2013
4063,Chocolate, The 1975,22-03-2014,44Ljlpy44mHvLJxcYUvTK0,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043,224640,4,FALSE,1,63,2013
4064,Chillin' It, Cole Swindell,15-03-2014,0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89E-05,0.109,0.666,137.982,196747,4,FALSE,1,65,2014
4065,Rap God, Eminem,15-03-2014,6or1bKJiZ06IlK0vFvY75k,0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,363521,4,TRUE,1,79,2013
4066,Love Don't Die, The Fray,15-03-2014,6IDDwI0YOCAUDhMZltQekS,0.632,0.805,11,-4.488,0,0.0303,0.0095,0,0.197,0.275,115.489,183093,4,FALSE,1,58,2014
4067,Stay, Florida Georgia Line,15-03-2014,3grPZ1iQg2tEdh0ZCh3HTt,0.494,0.936,1,-2.989,1,0.0418,0.0744,0,0.148,0.582,141.939,199320,4,FALSE,1,61,2012
4068,Everything Is AWESOME!!!, Tegan And Sara Featuring The Lonely Island,15-03-2014,58vnVBWfKWIjSVvKTZJly2,0.698,0.96,8,-3.595,1,0.142,0.011,1.41E-06,0.435,0.738,147.999,163423,4,FALSE,1,56,2013
4069,The Heart Of Dixie, Danielle Bradbery,15-03-2014,5FgLLtrDU4Ex2ezB9anpH5,0.456,0.637,6,-4.773,1,0.0354,0.0171,0,0.194,0.436,155.95,209453,4,FALSE,1,46,2013
4070,Friday Night, Eric Paslay,15-03-2014,66rVt7PbwyKlu6CK6rxyAi,0.657,0.841,9,-4.188,1,0.0452,0.16,0,0.177,0.722,120.009,167213,4,FALSE,1,64,2014
4071,Collard Greens, ScHoolboy Q Featuring Kendrick Lamar,15-03-2014,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954,299960,4,TRUE,1,83,2014
4072,Do What U Want, Lady Gaga Featuring R. Kelly,15-03-2014,5XKXMWPACPq51OiqzxenZo,0.778,0.801,9,-4.65,1,0.086,0.345,1.18E-06,0.0881,0.534,97.47,216573,4,TRUE,1,56,2013
4073,Safe And Sound, Capital Cities,08-03-2014,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5,FALSE,1,85,2013
4074,Sweater Weather, The Neighbourhood,08-03-2014,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,FALSE,1,92,2013
4075,Whatever She's Got, David Nail,08-03-2014,4PJXT82AZtlDW4Q71b43oz,0.527,0.723,1,-6.134,1,0.0411,0.217,0,0.037,0.888,160.465,236800,4,FALSE,1,66,2014
4076,23," Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",08-03-2014,20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.20E-06,0.13,0.319,140.005,252520,4,TRUE,1,74,2013
4077,XO, Beyonce,08-03-2014,40xhyfAPDoMtv494MfPevP,0.47,0.792,0,-8.932,1,0.26,0.171,1.28E-06,0.313,0.214,170.085,215947,4,FALSE,1,65,2014
4078,Worst Behavior, Drake,08-03-2014,48RN2EOOyG2Gs5Pyla7ZJj,0.78,0.799,9,-6.359,1,0.15,0.158,0,0.209,0.414,109.944,270187,4,TRUE,1,59,2013
4079,Thinking About You, Calvin Harris Featuring Ayah Marar,08-03-2014,1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933,4,FALSE,1,67,2012
